0F0F 0C12 8226 27B1 34A9 000A 27B1 33F4 0004 B237 01FF FFC0 FFFF 001A 0754 8A37 0A81 0031 110F 27B1 34A7 000D 4B81 01FF FFC7 FFFF 001B 0756 7F5A 0A81 0031 8B5A
0F0F 0C11 8231 27B1 38E1 0441 043D 0443 03AC 045A 007C 0321 0321 0000 0001 0000 0000 0161 0010 1F00 0000 0000 0587 03B0 10B9 087C 100A 0890 0F24 08F8 7C10 FD33
0F0F 0C12 8232 27B1 38E1 000A 27B1 382B 0007 663B 01FF FF96 FFFF 001A 074D 1DAB 0A81 0031 110F 27B1 38E0 0003 E55A 01FF FFD9 FFFF 001B 0753 5CC3 0A81 0031 3E8B
0F0F 0C13 8233 27B1 38E1 001C 27B0 9D40 0007 E54A 0000 002F 0003 0020 0000 0369 0B7B 0015 1032 27B0 9D40 0006 FC54 0000 002E 0003 0020 0000 0369 0B7C 0015 D341
0F0F 0C14 8234 27B1 38E1 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 DFF3
0F0F 0C11 8235 27B1 3A49 0440 043C 0442 03AD 045A 007B 0325 0325 0000 0001 0000 0000 0163 0010 1F00 0000 0000 0587 03AF 10B7 087B 100A 0890 0F24 08FC 7B10 DC60
0F0F 0C12 8236 27B1 3A49 000A 27B1 3994 0002 5F52 01FF FFD5 FFFF 001D 0752 4DC9 0A80 0031 110F 27B1 3A48 0000 D2B2 01FF FFD6 FFFF 001B 0750 5664 0A81 0031 9A23
0F0F 0C13 8237 27B1 3A49 001C 27B0 9D40 0006 13B0 0000 002F 0003 0022 0000 037B 0B7B 0015 1030 27B0 9D40 000D 5A16 0000 002E 0003 0023 0000 0324 0B7C 0015 F8DC
0F0F 0C14 8238 27B1 3A49 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 13B1
0F0F 0C11 8239 27B1 3BB1 0440 043C 0442 03AC 045A 007A 0325 0329 0000 0001 0000 0000 0165 0010 1F00 0000 0000 0587 03AF 10B8 087A 100A 0892 0F25 08FB 7A10 740C
0F0F 0C12 823A 27B1 3BB1 000A 27B1 3AFB 0007 680D 01FF FFD4 FFFF 001A 074C AC7C 0A81 0031 110F 27B1 3BAF 000A E637 01FF FFA8 FFFF 001B 074C 9F4D 0A80 0031 3587
0F0F 0C13 823B 27B1 3BB1 001C 27B0 9D40 0008 CDEE 0000 002E 0003 0023 0000 0350 0B7C 0015 102E 27B0 9D40 0005 2ABB 0000 002F 0003 0021 0000 0360 0B7B 0015 D279
0F0F 0C14 823C 27B1 3BB1 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 411E
0F0F 0C11 823D 27B1 3D19 043F 043C 0442 03AC 045A 007C 032D 032D 0000 0001 0000 0000 0167 0010 1F00 0000 0000 0587 03AF 10B8 087C 1009 0890 0F23 08FB 7C10 1933
0F0F 0C12 823E 27B1 3D19 000A 27B1 3C63 0007 4763 01FF FFF7 FFFF 001B 074B 3730 0A81 0031 110F 27B1 3D17 0008 2560 01FF FFC0 FFFF 001B 074F 77DF 0A81 0031 7366
0F0F 0C13 823F 27B1 3D19 001C 27B0 9D40 0009 B6E3 0000 002E 0003 0020 0000 0327 0B7B 0015 102C 27B0 9D40 0000 9E44 0000 002F 0004 0023 0000 0379 0B7C 0016 A3A4
0F0F 0C14 8240 27B1 3D19 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0CC
0F0F 0C11 8241 27B1 3E81 043F 043C 0442 03AC 045A 007D 032D 0331 0000 0001 0000 0000 0169 0010 1F00 0000 0000 0586 03AF 10BA 087D 1009 0891 0F23 08FB 7D10 F516
0F0F 0C12 8242 27B1 3E81 000A 27B1 3DCC 0003 1FF9 01FF FFCE FFFF 001A 074D 9FCD 0A80 0031 110F 27B1 3E7F 0009 C209 01FF FFBD FFFF 001B 0751 50A3 0A80 0031 E36E
0F0F 0C13 8243 27B1 3E81 001C 27B0 9D40 0003 58D2 0000 002E 0004 0020 0000 0354 0B7C 0016 102A 27B0 9D3F 000B 5459 0000 002E 0003 0024 0000 0384 0B7B 0016 F7C8
0F0F 0C14 8244 27B1 3E81 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 AC1D
0F0F 0C11 8245 27B1 3FE9 043F 043C 0441 03AC 045A 007F 0335 0335 0000 0001 0000 0000 016B 0010 1F00 0000 0000 0586 03AE 10B9 087F 1006 0890 0F23 08FA 7F10 2C29
0F0F 0C12 8246 27B1 3FE9 000A 27B1 3F33 000C EF89 01FF FF95 FFFF 001A 074C CBBA 0A81 0031 110F 27B1 3FE7 000C 66E8 01FF FFEC FFFF 001B 074F 4737 0A80 0031 2796
0F0F 0C13 8247 27B1 3FE9 001C 27B0 9D3F 0008 9977 0000 002F 0004 0022 0000 0397 0B7C 0016 1028 27B0 9D3F 0007 B081 0000 0030 0004 0022 0000 039F 0B7B 0016 05CC
0F0F 0C14 8248 27B1 3FE9 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 F9F5
0F0F 0C11 8249 27B1 4151 043F 043D 0441 03AC 0459 007E 0339 0339 0000 0001 0000 0000 016D 0010 1F00 0000 0000 0586 03AF 10B8 087E 1006 0892 0F22 08FB 7E10 6C6D
0F0F 0C12 824A 27B1 4151 000A 27B1 409B 000B DC51 01FF FFC2 FFFF 001A 0750 6DBC 0A81 0031 1110 27B1 414F 0007 A2ED 01FF FFDA FFFF 001B 074D 2A70 0A81 0031 50DB
0F0F 0C13 824B 27B1 4151 001C 27B0 9D3F 000E 0EEA 0000 002E 0004 0020 0000 033C 0B7C 0016 1026 27B0 9D3F 000E F7DF 0000 002E 0003 0020 0000 033B 0B7C 0016 C0E3
0F0F 0C14 824C 27B1 4151 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 B21F
0F0F 0C11 824D 27B1 42B9 043E 043B 0441 03AB 0459 0080 0339 033D 0000 0001 0000 0000 016F 0010 1F00 0000 0000 0586 03AE 10B7 0880 1008 0892 0F23 08FC 8010 54FF
0F0F 0C12 824E 27B1 42B9 000A 27B1 4204 0004 507D 01FF FFF7 FFFF 001B 0748 EDDD 0A80 0031 110F 27B1 42B7 000B 436F 01FF FFB2 FFFF 001C 074D 96F0 0A80 0031 7A27
0F0F 0C13 824F 27B1 42B9 001C 27B0 9D3F 0009 826E 0000 002F 0004 0021 0000 036C 0B7C 0016 1024 27B0 9D3F 000C 3D4F 0000 002F 0003 0021 0000 0357 0B7C 0016 F7AE
0F0F 0C14 8250 27B1 42B9 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 6642
0F0F 0C11 8251 27B1 4421 043F 043A 0441 03AD 0459 0082 0341 0341 0000 0001 0000 0000 0171 0010 1F00 0000 0000 0586 03AE 10B9 0882 1008 0893 0F23 08FE 8210 AB08
0F0F 0C12 8252 27B1 4421 000A 27B1 436C 0002 78F8 01FF FFCA FFFF 001A 074D 8304 0A81 0031 110F 27B1 4420 0002 929C 01FF FF9C FFFF 001B 074C 71D1 0A81 0031 25D7
0F0F 0C13 8253 27B1 4421 001C 27B0 9D3F 0004 0CFB 0000 002F 0004 0024 0000 03AB 0B7C 0016 1022 27B0 9D40 0001 8739 0000 002D 0002 0020 0000 0315 0B7C 0016 96A8
0F0F 0C14 8254 27B1 4421 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C72A
0F0F 0C11 8255 27B1 4589 043F 0439 0441 03AB 0459 0080 0341 0345 0000 0001 0000 0000 0173 0010 1F00 0000 0000 0585 03AE 10BC 0880 1009 0890 0F23 08FE 8010 4D91
0F0F 0C12 8256 27B1 4589 000A 27B1 44D3 0007 1AEC 01FF FFC1 FFFF 001B 0745 D9BF 0A81 0030 110F 27B1 4588 0001 E14A 01FF FFFF FFFF 001A 074A 9F02 0A81 0031 5CB5
0F0F 0C13 8257 27B1 4589 001C 27B0 9D3F 0003 2406 0000 002F 0003 0022 0000 0397 0B7B 0016 1020 27B0 9D3F 0004 F5A1 0000 002F 0003 0020 0000 035F 0B7B 0016 8605
0F0F 0C14 8258 27B1 4589 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 BFE0
0F0F 0C11 8259 27B1 46F1 043E 043C 0440 03AB 0459 0080 0349 0349 0000 0001 0000 0000 0175 0010 1F00 0000 0000 0584 03AF 10B8 0880 100A 0891 0F25 08FC 8010 4BDF
0F0F 0C12 825A 27B1 46F1 000A 27B1 463B 0009 D1B0 01FF FFDB FFFF 001B 074F B88E 0A81 0031 110F 27B1 46EF 000E 4C66 01FF FFEF FFFF 001B 074A C8D2 0A81 0031 4A71
0F0F 0C13 825B 27B1 46F1 001C 27B0 9D3F 0000 6977 0000 002E 0003 0022 0000 036B 0B7C 0015 101E 27B0 9D3F 0001 521C 0000 002F 0004 0022 0000 035E 0B7B 0015 0B10
0F0F 0C14 825C 27B1 46F1 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0383
0F0F 0C11 825D 27B1 4859 043E 043B 0440 03AB 0459 007F 034D 034D 0000 0001 0000 0000 0177 0010 1F00 0000 0000 0585 03AD 10B8 087F 1006 0891 0F22 08FE 7F10 1842
0F0F 0C12 825E 27B1 4859 000A 27B1 47A4 0002 1F5A 01FF FFD6 FFFF 001A 074B 8B02 0A81 0031 110F 27B1 4857 0006 F29A 01FF FFB0 FFFF 001A 0747 D69A 0A81 0030 5F6B
0F0F 0C13 825F 27B1 4859 001C 27B0 9D3F 000A 6B63 0000 002F 0002 001F 0000 0301 0B7C 0016 101C 27B0 9D3F 000D 25F5 0000 0029 0003 0023 0000 02E2 0B7C 0016 35CA
0F0F 0C14 8260 27B1 4859 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 8C28
0F0F 0C11 8261 27B1 49C1 043E 043B 0440 03AB 0458 0081 034D 0351 0000 0001 0000 0000 0179 0010 1F00 0000 0000 0584 03AE 10B7 0881 1009 0893 0F23 08FC 8110 576B
0F0F 0C12 8262 27B1 49C1 000A 27B1 490B 000C 4EE3 01FF FFF7 FFFF 001A 074D 262C 0A80 0031 110F 27B1 49BF 000D A319 01FF FFE7 FFFF 001C 074E 88C6 0A81 0031 695A
0F0F 0C13 8263 27B1 49C1 001C 27B0 9D3E 000C 0832 0000 002F 0003 0021 0000 037A 0B7B 0015 101A 27B0 9D3F 0006 C78C 0000 002E 0003 0021 0000 0317 0B7C 0016 B502
0F0F 0C14 8264 27B1 49C1 0064 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C816
0F11 
